id,production_countries
9334,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]"
11128,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
75780,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8914,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13576,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
39538,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]"
10628,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14836,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8645,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
9509,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10067,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9384,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9279,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1487,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9422,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
77174,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4824,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9620,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9302,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10199,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10771,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
3512,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
137094,"[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
274479,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
267860,"[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
8078,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
7485,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
170687,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6435,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
137106,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10040,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6278,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
82682,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17610,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
22954,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16995,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16558,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9849,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
5820,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16866,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
201,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11775,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
87825,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12201,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11015,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9932,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13389,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8838,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17332,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4958,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
786,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9513,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11679,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38321,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14411,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8413,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10052,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9676,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9664,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2100,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10384,"[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
137321,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
123553,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11260,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9009,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11374,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2309,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8285,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
210860,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2312,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9839,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
381902,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]"
13922,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
293660,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9713,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
190859,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
257445,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9007,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
889,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1370,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4942,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
347969,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
24438,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
116741,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
35791,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]"
72431,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1813,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
87428,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8840,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10589,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
71676,"[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1722,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
10022,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11358,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6477,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1597,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10530,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1924,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9327,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8488,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10603,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8273,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
109424,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
35056,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8839,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
156022,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
7303,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8963,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1402,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9315,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8984,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
795,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]"
24,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11353,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
393,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9618,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9374,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8584,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2320,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
58224,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1729,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
175574,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8077,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8818,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]"
8195,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10586,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
116149,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
80035,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10632,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12117,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1792,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13260,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
72197,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
3580,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12123,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9566,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9833,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4517,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
8202,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16072,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
34314,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
19724,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
145220,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14623,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
42297,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2841,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]"
802,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10375,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
36586,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11321,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
70074,"[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
242,"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9621,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1819,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8536,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8046,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1717,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
479,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9444,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
824,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11456,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
261023,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
3683,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
22803,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
285923,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
39437,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1950,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
640,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
97630,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9767,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11631,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
32856,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6519,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8741,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
49520,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1850,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
524,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
26389,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
11817,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2123,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9907,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9969,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18239,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
808,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38050,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8367,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9390,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
72105,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2898,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10312,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
109443,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2022,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
37686,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
462,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9919,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
187017,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
628,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10201,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
302699,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9441,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
274167,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
224141,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
388,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2112,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10329,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
74465,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13811,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]"
6877,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10320,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
50646,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8920,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13673,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
60308,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6950,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
225574,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13836,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
752,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6038,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9975,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11451,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12103,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
60304,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]"
2251,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
46529,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
231,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
300671,"[{""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
228326,"[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9754,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]"
66,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4421,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2649,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
588,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10393,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
71552,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9631,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
216282,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
306,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
928,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
205587,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6623,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1577,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]"
9801,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2116,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9624,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14199,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1907,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4599,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
22832,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10390,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9879,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38579,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
44603,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11892,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9691,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1248,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]"
12220,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
72710,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10782,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9573,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4959,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10061,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10386,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
421,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
316152,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11615,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13498,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
241554,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2252,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]"
11968,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10047,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]"
38319,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
69668,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9770,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11212,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10533,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38363,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]"
9923,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11863,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18501,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
109491,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
