id,title,budget,revenue,release_date,popularity,original_language,runtime,vote_average,vote_count
187,Sin City,40000000,158733820,2005-04-01,66.003433,en,124.0,7.2,2691
7461,Vantage Point,40000000,151161491,2008-02-01,24.862767,en,90.0,6.2,716
16538,"I Love You, Man",41000000,91636986,2009-03-20,25.391899,en,105.0,6.5,515
9889,Shallow Hal,40000000,141069860,2001-11-01,29.854773,en,114.0,5.7,731
820,JFK,40000000,205405498,1991-12-20,26.82041,en,189.0,7.5,502
11565,Big Momma's House 2,40000000,138259062,2006-01-26,17.61292,en,99.0,5.4,371
6073,The Mexican,57000000,147845033,2001-03-01,21.021809,en,123.0,5.8,441
16996,17 Again,20000000,136267476,2009-03-11,52.571674,en,102.0,6.1,1350
193610,The Other Woman,40000000,196781193,2014-04-16,34.519636,en,109.0,6.2,1437
19912,The Final Destination,40000000,186167139,2009-08-26,32.478077,en,82.0,5.4,831
296098,Bridge of Spies,40000000,165478348,2015-10-15,48.445978,en,141.0,7.2,2583
8007,Behind Enemy Lines,40000000,91753202,2001-11-17,24.012986,en,106.0,6.0,457
32823,Get Him to the Greek,40000000,90029656,2010-06-04,17.869443,en,109.0,5.9,612
4380,Shall We Dance?,50000000,170128460,2004-10-15,14.231899,en,107.0,5.9,297
11551,Small Soldiers,40000000,54682547,1998-07-10,23.088571,en,110.0,6.2,511
10336,Spawn,40000000,87840042,1997-07-31,19.833664,en,96.0,5.0,336
11362,The Count of Monte Cristo,35000000,75395048,2002-01-23,26.595983,en,131.0,7.3,453
50348,The Lincoln Lawyer,40000000,85412898,2011-03-17,26.072228,en,119.0,7.0,902
48138,Unknown,30000000,130786397,2011-02-16,38.643914,en,113.0,6.5,1265
1124,The Prestige,40000000,109676311,2006-10-19,74.440708,en,130.0,8.0,4391
227159,Horrible Bosses 2,42000000,107670357,2014-11-26,82.185281,en,108.0,6.1,1536
68179,Escape from Planet Earth,40000000,74597643,2013-02-14,18.14218,en,89.0,5.7,332
1579,Apocalypto,40000000,120175290,2006-12-07,41.570047,en,139.0,7.3,1221
708,The Living Daylights,40000000,191185897,1987-06-29,23.331459,en,130.0,6.2,440
34851,Predators,40000000,126248813,2010-07-03,47.649554,en,107.0,6.0,1206
9930,Legal Eagles,0,0,1986-06-18,7.519433,en,116.0,5.8,51
1586,Secret Window,40000000,92913171,2004-03-12,32.908414,en,96.0,6.4,972
2044,The Lake House,40000000,114830111,2006-06-16,29.88736,en,99.0,6.5,670
9913,The Skeleton Key,43000000,91974818,2005-07-29,29.105407,en,104.0,6.4,573
71864,The Odd Life of Timothy Green,0,51854875,2012-08-15,16.394452,en,105.0,6.5,386
10761,Made of Honor,40000000,84601681,2008-05-02,19.574774,en,101.0,6.0,394
209451,Jersey Boys,40000000,67347013,2014-06-05,14.199933,en,134.0,6.8,255
11975,The Rainmaker,40000000,45916769,1997-11-18,12.229516,en,135.0,6.7,235
4970,Gothika,40000000,141591324,2003-11-21,27.303608,en,98.0,5.8,629
11831,Amistad,36000000,74000000,1997-12-03,3.698276,en,155.0,6.8,316
9096,Medicine Man,40000000,0,1992-02-07,7.021871,en,106.0,5.8,114
440,Aliens vs Predator: Requiem,40000000,41797066,2007-12-25,39.381913,en,94.0,4.9,740
11011,Ri¢hie Ri¢h,40000000,0,1994-12-19,14.398356,en,95.0,5.4,415
10641,Autumn in New York,65000000,0,2000-08-11,8.680334,en,103.0,5.7,135
11172,Music and Lyrics,40000000,145896422,2007-02-09,17.659032,en,96.0,6.2,554
39513,Paul,40000000,97552050,2011-02-14,43.151268,en,104.0,6.5,1789
82687,The Guilt Trip,40000000,41863726,2012-12-19,15.283444,en,95.0,5.4,284
41446,Scream 4,40000000,97138686,2011-04-11,35.21926,en,111.0,6.1,902
8224,8MM,40000000,96618699,1999-02-26,25.580272,en,123.0,6.1,474
10537,The Doors,38000000,34416893,1991-03-01,10.794175,en,140.0,6.7,275
225886,Sex Tape,40000000,126069509,2014-07-17,72.641296,en,97.0,5.3,1695
10385,Hanging Up,40000000,36037909,2000-02-16,3.415534,en,94.0,5.0,40
55779,Final Destination 5,47000000,157887643,2011-08-12,38.555482,en,92.0,5.9,866
10154,Mickey Blue Eyes,0,0,1999-08-16,6.786117,en,102.0,5.3,140
10647,Pay It Forward,40000000,55707411,2000-10-12,24.313684,en,122.0,7.0,432
11431,Fever Pitch,30000000,50451307,2005-04-06,9.965073,en,103.0,5.9,182
8457,Drillbit Taylor,40000000,0,2008-03-20,15.055732,en,102.0,5.5,275
188161,A Million Ways to Die in the West,0,0,2014-05-22,32.808675,en,116.0,5.8,1468
8850,The Shadow,25000000,48063435,1994-07-01,8.178203,en,108.0,5.4,138
64685,Extremely Loud & Incredibly Close,40000000,55247881,2011-12-24,31.066874,en,129.0,6.9,708
38357,Morning Glory,40000000,58785180,2010-01-12,22.491388,en,102.0,6.1,412
10060,Get Rich or Die Tryin',40000000,46442528,2005-11-09,12.885985,en,117.0,6.3,186
11398,The Art of War,40000000,30199105,2000-08-23,7.832337,en,117.0,5.6,135
1833,Rent,40000000,31670620,2005-11-23,10.433667,en,135.0,6.7,155
10391,Bless the Child,40000000,0,2000-08-11,3.321949,en,107.0,4.9,71
8970,The Out-of-Towners,75000000,29000000,1999-04-02,4.842626,en,90.0,5.0,45
9306,The Island of Dr. Moreau,40000000,49627779,1996-08-23,13.210898,en,96.0,4.6,147
11370,The Musketeer,40000000,27053815,2001-09-07,3.296933,en,104.0,5.2,56
12184,The Other Boleyn Girl,35000000,0,2008-02-28,22.939557,en,115.0,6.4,477
1921,Sweet November,40000000,65754228,2001-02-16,19.372805,en,119.0,6.4,278
1683,The Reaping,40000000,62771059,2007-04-05,13.445697,en,99.0,5.4,205
203,Mean Streets,500000,3000000,1973-10-02,17.002096,en,110.0,7.2,345
11858,Renaissance Man,40000000,24332324,1994-06-03,4.516953,en,128.0,5.9,81
62835,Colombiana,40000000,60965854,2011-07-27,33.785969,en,108.0,6.5,824
18937,Quest for Camelot,40000000,38172500,1998-05-15,16.059443,en,86.0,6.9,190
13536,City By The Sea,40000000,22433915,2002-09-06,3.476966,en,108.0,5.7,92
15556,At First Sight,0,0,1999-01-15,5.778724,en,128.0,5.9,48
10718,Torque,40000000,46546197,2004-01-16,7.360793,en,84.0,4.7,119
11062,City Hall,0,0,1996-02-16,3.621837,en,111.0,6.0,67
10802,Showgirls,45000000,20350754,1995-09-22,14.513305,en,128.0,4.9,256
1887,Marie Antoinette,40000000,60474340,2006-05-24,22.364549,en,123.0,6.5,642
6071,Kiss of Death,40000000,0,1995-04-21,6.90894,en,101.0,5.7,81
10461,Get Carter,63600000,19412993,2000-10-06,4.494788,en,102.0,4.8,145
80278,The Impossible,42000000,180274123,2012-09-09,47.559928,en,113.0,7.0,2025
12704,Ishtar,55000000,14375181,1987-05-15,2.410546,en,107.0,4.2,28
10315,Fantastic Mr. Fox,40000000,46471023,2009-10-23,41.258956,en,87.0,7.5,1176
16643,Life or Something Like It,40000000,16872671,2002-04-26,8.980846,en,103.0,5.7,124
2687,Memoirs of an Invisible Man,40000000,14358033,1992-02-28,7.222985,en,99.0,5.7,125
194,Amélie,10000000,173921954,2001-04-25,73.720244,fr,122.0,7.8,3310
11025,New York Minute,0,0,2004-05-01,10.0403,en,91.0,5.5,185
8849,Alfie,60000000,13395939,2004-10-22,15.219263,en,103.0,5.6,248
78698,Big Miracle,40000000,24719215,2012-02-02,8.303696,en,107.0,6.6,152
30943,The Deep End of the Ocean,38000000,28121100,1999-03-12,4.746085,en,106.0,5.9,54
9544,FearDotCom,40000000,18902015,2002-08-09,6.756886,en,101.0,3.2,105
24418,Cirque du Freak: The Vampire's Assistant,40000000,28169671,2009-10-23,16.424807,en,109.0,5.5,348
7288,Duplex,40000000,19322135,2003-09-26,15.590001,en,89.0,5.9,482
14655,Soul Men,0,0,2008-11-07,5.483671,en,103.0,6.3,47
24575,Raise the Titanic,0,0,1980-01-01,1.630541,en,115.0,5.2,21
10366,Universal Soldier: The Return,45000000,10667893,1999-08-05,14.566664,en,82.0,4.2,135
19898,Pandorum,33000000,20645327,2009-09-08,28.353517,en,108.0,6.5,774
4965,Impostor,40000000,0,2001-12-03,9.579975,en,102.0,6.1,135
15074,Extreme Ops,40000000,10959475,2002-11-27,2.911819,en,93.0,5.0,28
56715,Just Visiting,0,0,2001-04-06,10.844882,en,88.0,4.8,171
1272,Sunshine,50000000,32017803,2007-04-05,51.502884,en,107.0,7.0,1182
72358,A Thousand Words,40000000,22044277,2012-03-07,13.119133,en,91.0,6.0,373
20542,Delgo,40000000,0,2008-12-12,4.238482,en,94.0,5.4,15
266396,The Gunman,40000000,13644292,2015-02-16,26.935458,en,115.0,5.5,392
9978,Stormbreaker,40000000,23937870,2006-07-21,16.282962,en,93.0,5.1,213
8271,Disturbia,20000000,117760134,2007-04-12,31.690456,en,105.0,6.6,1006
10428,Hackers,20000000,7563728,1995-09-14,17.842246,en,107.0,6.2,398
5353,The Hunting Party,0,0,2007-09-03,8.048305,en,101.0,6.6,96
11934,The Hudsucker Proxy,30000000,0,1994-03-11,14.188982,en,111.0,7.1,275
14392,The Warlords,40000000,0,2007-12-12,6.884467,zh,126.0,6.3,83
19495,Nomad: The Warrior,25000000,0,2005-07-17,8.212018,en,112.0,4.3,17
110415,Snowpiercer,39200000,86758912,2013-08-01,64.238688,ko,126.0,6.7,2854
77459,A Monster in Paris,25000000,0,2011-10-12,17.375562,fr,90.0,6.5,313
26486,The Last Shot,0,0,2004-09-24,6.7698,en,90.0,5.9,15
9495,The Crow,15000000,94000000,1994-05-11,44.690107,en,102.0,7.3,953
256040,Baahubali: The Beginning,40000000,100000000,2015-07-10,16.254032,te,159.0,7.5,135
24420,The Time Traveler's Wife,39000000,101229792,2009-08-14,37.492928,en,107.0,6.7,798
1257,Because I Said So,0,69485490,2007-02-02,18.678415,en,102.0,5.8,191
62214,Frankenweenie,39000000,35287788,2012-10-04,27.908783,en,87.0,6.6,932
16320,Serenity,39000000,38869464,2005-08-25,45.388937,en,119.0,7.4,1264
8842,Against the Ropes,39000000,6614280,2004-02-20,2.817364,en,106.0,4.5,32
9531,Superman III,39000000,75850624,1983-06-17,22.164202,en,125.0,5.3,490
64807,Grudge Match,40000000,44907260,2013-12-25,21.362949,en,113.0,6.0,433
12289,Red Cliff,80341000,127814609,2008-07-10,14.8375,zh,150.0,7.1,205
11529,Sweet Home Alabama,30000000,180622424,2002-09-26,18.256028,en,108.0,6.0,394
20943,The Ugly Truth,38000000,205298907,2009-07-24,22.332927,en,96.0,6.4,972
9099,Sgt. Bilko,0,0,1996-03-29,5.417787,en,90.0,5.5,94
9488,Spy Kids 2: The Island of Lost Dreams,38000000,119723358,2002-08-07,24.085144,en,100.0,5.3,521
193,Star Trek: Generations,38000000,120000000,1994-11-17,14.779041,en,118.0,6.4,452
44865,The Grandmaster,3860000,64076736,2013-01-08,19.947265,zh,130.0,6.3,273
55787,Water for Elephants,38000000,114156230,2011-03-15,16.801218,en,120.0,6.7,850
257932,Dragon Nest: Warriors' Dawn,40000000,0,2014-05-20,5.057695,zh,88.0,6.8,19
10400,The Hurricane,50000000,73956241,1999-09-17,20.825781,en,146.0,7.2,396
1957,Enough,38000000,51801187,2002-05-24,11.500783,en,114.0,6.2,264
10833,Heartbreakers,35000000,0,2001-03-23,13.932203,en,123.0,5.7,254
256961,Paul Blart: Mall Cop 2,38000000,107597242,2015-04-16,41.258487,en,94.0,5.0,567
5852,Angel Eyes,53000000,29700000,2001-05-15,6.454634,en,102.0,5.6,88
12312,Joe Somebody,38000000,0,2001-12-21,5.257009,en,99.0,5.5,40
622,The Ninth Gate,38000000,58401898,1999-08-24,30.359164,en,133.0,6.3,756
11306,Extreme Measures,38000000,17380126,1996-09-27,3.426555,en,118.0,5.7,80
12508,Rock Star,57000000,16991902,2001-09-04,11.60815,en,105.0,6.0,190
25793,Precious,10000000,47536959,2009-11-06,18.664624,en,110.0,6.9,417
10534,White Squall,38000000,10300000,1996-02-02,10.047579,en,129.0,6.3,86
1091,The Thing,15000000,19629760,1982-06-25,52.731379,en,109.0,7.8,1588
87421,Riddick,38000000,98337295,2013-09-02,46.630062,en,119.0,6.2,2035
10871,Switchback,37000000,6482195,1997-10-31,4.131546,en,118.0,5.8,52
13503,Texas Rangers,0,0,2001-11-30,5.641978,en,110.0,5.4,19
13600,City of Ember,55000000,17869048,2008-10-07,23.465539,en,90.0,6.2,605
68722,The Master,32000000,28258060,2012-09-07,25.682509,en,137.0,7.0,701
14324,Virgin Territory,38000000,5410749,2007-12-17,6.760922,en,93.0,4.3,75
14325,The Express,40000000,9793496,2008-10-10,3.87823,en,130.0,7.1,71
299687,The 5th Wave,38000000,109906372,2016-01-14,57.889964,en,112.0,5.6,1945
312221,Creed,37000000,173567581,2015-11-25,57.773583,en,133.0,7.3,1915
23168,The Town,37000000,154026136,2010-09-15,24.218358,en,125.0,7.0,1468
76494,What to Expect When You're Expecting,40000000,79700000,2012-05-17,27.009723,en,110.0,5.8,594
4944,Burn After Reading,37000000,163720069,2008-09-05,31.941347,en,96.0,6.5,1222
10488,Nim's Island,37000000,100076342,2008-04-03,14.353279,en,96.0,5.6,330
96721,Rush,38000000,90247624,2013-09-02,33.003828,en,123.0,7.7,2277
334,Magnolia,37000000,48451803,1999-12-08,30.993736,en,188.0,7.5,825
23742,Cop Out,30000000,55583804,2010-02-26,25.825771,en,107.0,5.3,511
259694,How to Be Single,38000000,112343513,2016-01-21,46.078371,en,110.0,5.9,1201
62837,Dolphin Tale,37000000,95404397,2011-09-23,6.63839,en,113.0,6.7,163
8966,Twilight,37000000,392616625,2008-11-20,127.084938,en,122.0,5.8,3561
8470,John Q,36000000,102244770,2002-02-15,27.465433,en,116.0,7.0,594
11001,Blue Streak,65000000,117758500,1999-09-17,16.865782,en,93.0,6.1,352
138832,We're the Millers,37000000,269994119,2013-08-07,100.348805,en,110.0,6.8,2972
16911,The Inhabited Island,36500000,21834845,2008-12-18,2.785832,ru,115.0,5.3,23
2163,Breakdown,36000000,50159144,1997-05-02,9.176339,en,95.0,6.6,198
36670,Never Say Never Again,36000000,160000000,1983-10-07,23.380757,en,134.0,5.8,338
23048,Hot Tub Time Machine,36000000,64572262,2010-03-26,33.926473,en,101.0,6.0,894
227735,Dolphin Tale 2,36000000,52424533,2014-09-12,6.967857,en,107.0,6.7,96
2155,Reindeer Games,42000000,32168970,2000-02-25,11.470135,en,124.0,5.4,173
8409,A Man Apart,36000000,44350926,2003-04-04,19.854932,en,109.0,5.8,258
222936,Aloha,37000000,26250020,2015-05-27,29.652536,en,105.0,5.2,692
31908,Ghosts of Mississippi,0,0,1996-12-20,8.102925,en,130.0,6.2,40
10219,Snow Falling on Cedars,0,0,1999-12-22,2.79483,en,127.0,6.3,32
48171,The Rite,37000000,96047633,2011-01-28,11.492474,en,114.0,5.8,556
782,Gattaca,36000000,12532777,1997-09-07,70.398356,en,106.0,7.5,1808
75531,Isn't She Great,36000000,3003296,2000-01-28,1.068453,de,95.0,4.6,14
11802,Space Chimps,37000000,63800345,2008-07-17,6.293217,en,81.0,5.2,99
9776,Head of State,0,0,2003-01-01,3.457194,en,95.0,5.3,71
18785,The Hangover,35000000,459270619,2009-06-05,82.21166,en,100.0,7.2,6173
365222,Ip Man 3,36000000,156844753,2015-12-19,19.167377,cn,105.0,6.5,379
817,Austin Powers: The Spy Who Shagged Me,33000000,310940086,1999-06-08,18.316151,en,95.0,6.2,1011
268,Batman,35000000,411348924,1989-06-23,44.104469,en,126.0,7.0,2096
45054,There Be Dragons,0,0,2011-03-25,6.668679,en,112.0,5.9,27
943,Lethal Weapon 3,35000000,321731527,1992-05-15,36.172182,en,118.0,6.4,811
22881,The Blind Side,29000000,309208309,2009-11-20,25.767395,en,129.0,7.2,1597
10054,Spy Kids,35000000,147934180,2001-03-18,21.543389,en,88.0,5.5,867
51540,Horrible Bosses,35000000,117000000,2011-07-08,50.309843,en,98.0,6.5,2277
44264,True Grit,38000000,252276927,2010-12-22,49.292384,en,110.0,7.2,1668
350,The Devil Wears Prada,35000000,326551094,2006-06-30,83.893257,en,109.0,7.0,3088
152,Star Trek: The Motion Picture,35000000,139000000,1979-12-06,24.616634,en,132.0,6.2,530
109431,Identity Thief,35000000,173965010,2013-02-07,34.005726,en,111.0,5.6,1645
1598,Cape Fear,35000000,182300000,1991-11-15,27.714043,en,128.0,7.0,675
8065,21,35000000,69823199,2008-03-27,45.149948,en,123.0,6.5,1375
271718,Trainwreck,35000000,140795793,2015-07-17,72.774941,en,125.0,5.9,1181
11638,Guess Who,35000000,68915888,2005-03-25,3.74263,en,105.0,5.5,225
409,The English Patient,27000000,231976425,1996-11-14,29.381878,en,162.0,7.0,542
2118,L.A. Confidential,35000000,126216940,1997-09-19,24.860326,en,138.0,7.7,1310
11459,Sky High,35000000,86369815,2005-07-29,11.041659,en,100.0,5.8,550
10806,In & Out,35000000,0,1997-09-10,11.897925,en,90.0,6.3,177
9348,Species,35000000,113374103,1995-07-07,23.607071,en,108.0,5.5,453
377,A Nightmare on Elm Street,1800000,25504513,1984-11-14,38.204158,en,91.0,7.2,1180
8843,The Cell,33000000,104155843,2000-08-17,25.413955,en,107.0,6.0,436
9313,The Man in the Iron Mask,0,0,1998-03-12,28.98027,en,132.0,6.3,1018
39486,Secretariat,35000000,60251371,2010-08-20,9.525037,en,123.0,6.8,103
1273,TMNT,34000000,95608995,2007-03-23,18.39217,en,90.0,6.0,345
13920,Radio,32000000,52277485,2003-10-24,9.254647,en,109.0,6.8,141
50544,Friends with Benefits,35000000,150483765,2011-07-21,40.526587,en,109.0,6.5,2237
325133,Neighbors 2: Sorority Rising,35000000,108758521,2016-05-04,50.179171,en,91.0,5.6,1462
140823,Saving Mr. Banks,35000000,112544580,2013-11-16,31.957947,en,125.0,7.3,1226
1883,Malcolm X,34000000,48169908,1992-11-18,19.822791,en,202.0,7.2,370
89492,This Is 40,35000000,88058786,2012-12-20,38.429648,en,134.0,5.6,896
22949,Old Dogs,35000000,92219310,2009-11-24,13.707843,en,88.0,5.2,210
12437,Underworld: Rise of the Lycans,35000000,91353501,2009-01-22,51.927471,en,92.0,6.2,1428
2959,License to Wed,35000000,69307224,2007-07-04,14.503568,en,91.0,5.2,253
9957,The Benchwarmers,0,0,2006-04-07,6.74556,en,80.0,5.2,242
11648,Must Love Dogs,30000000,58405313,2005-07-21,11.120167,en,98.0,5.8,140
9366,Donnie Brasco,35000000,41954997,1997-02-27,40.370442,en,127.0,7.4,1147
1576,Resident Evil,33000000,102984862,2002-03-15,40.715623,en,100.0,6.4,2065
609,Poltergeist,10700000,122200000,1982-06-04,36.230204,en,114.0,7.0,794
5516,The Ladykillers,0,0,2004-03-25,23.666229,en,104.0,6.0,415
13051,Max Payne,35000000,85416905,2008-10-15,25.903237,en,100.0,5.2,613
49530,In Time,40000000,173930596,2011-10-27,60.231382,en,109.0,6.7,3417
34806,The Back-Up Plan,35000000,77477008,2010-04-23,18.38292,en,106.0,5.7,458
49022,Something Borrowed,35000000,59901913,2011-05-05,14.029012,en,112.0,5.9,296
11469,Black Knight,0,0,2001-11-21,15.913783,en,95.0,5.1,287
23479,The Bad News Bears,35000000,35323292,1976-04-07,6.889633,en,102.0,6.9,97
11667,Street Fighter,35000000,99423521,1994-12-22,19.286099,en,102.0,4.1,325
423,The Pianist,35000000,120072577,2002-09-24,50.587541,en,150.0,8.0,1864
2447,The Nativity Story,35000000,0,2006-12-01,3.721272,en,101.0,6.4,35
10066,House of Wax,40000000,68766121,2005-04-30,17.157738,en,113.0,5.5,677
2288,Closer,27000000,115505027,2004-12-01,22.636908,en,104.0,6.7,811
88794,J. Edgar,35000000,84606030,2011-11-09,28.069419,en,137.0,6.0,741
13515,Mirrors,35000000,72436439,2008-08-15,19.774543,en,110.0,6.0,485
11979,Queen of the Damned,35000000,45479110,2002-02-10,11.644243,en,101.0,5.4,239
169,Predator 2,35000000,57120318,1990-11-20,27.934978,en,108.0,5.9,730
8090,Untraceable,35000000,32483410,2008-01-22,12.677505,en,101.0,5.9,238
11622,Blast from the Past,35000000,40263020,1999-02-12,8.737058,en,112.0,6.3,245
3604,Flash Gordon,35000000,27107960,1980-09-01,12.343507,en,111.0,6.1,233
9541,Jersey Girl,35000000,36098382,2004-03-25,14.699342,en,102.0,5.8,325
94348,Alex Cross,45000000,30353232,2012-10-18,14.513243,en,101.0,5.1,300
8197,Midnight in the Garden of Good and Evil,35000000,25105255,1997-11-21,5.525544,en,155.0,6.3,157
336004,Heist,8900000,4100000,2015-11-13,15.079993,en,93.0,5.6,318
35019,Nanny McPhee and the Big Bang,35000000,93246388,2010-03-26,23.835055,en,109.0,6.0,436
10410,Hoffa,35000000,0,1992-12-25,5.926966,en,140.0,6.1,81
8836,The X Files: I Want to Believe,30000000,68369434,2008-07-24,25.454549,en,104.0,5.5,523
14442,Ella Enchanted,31000000,27388767,2004-04-09,22.71592,en,96.0,5.9,437
321741,Concussion,35000000,50363790,2015-11-12,35.120736,en,123.0,7.0,823
59965,Abduction,35000000,82087155,2011-09-22,19.893646,en,106.0,5.6,961
14175,Valiant,35000000,19478106,2005-03-25,14.051852,en,76.0,5.2,235
11004,Wonder Boys,35000000,0,2000-02-22,9.011729,en,111.0,6.9,161
11918,Superhero Movie,35000000,25871834,2008-03-27,19.088655,en,85.0,4.9,379
98357,Broken City,56000000,19701164,2013-01-18,29.490057,en,109.0,5.7,593
10012,Cursed,35000000,19294901,2005-02-25,11.195593,en,97.0,5.1,167
49526,Premium Rush,35000000,31083599,2012-08-24,17.709888,en,91.0,6.2,832
268920,Hot Pursuit,35000000,51680201,2015-05-08,18.262017,en,87.0,5.4,647
9093,The Four Feathers,35000000,29882645,2002-09-08,10.10364,en,132.0,6.5,159
119283,Parker,35000000,46216641,2013-01-23,28.670477,en,118.0,5.7,1455
11823,Wimbledon,31000000,41512007,2004-09-13,16.736734,en,98.0,6.0,293
35169,Furry Vengeance,35000000,39340177,2010-04-02,13.668633,en,92.0,4.6,149
118957,Bait,30000000,0,2012-09-05,9.780588,en,93.0,5.3,191
849,Krull,27000000,16519460,1983-07-29,9.904881,en,117.0,5.8,129
4515,Lions for Lambs,35000000,63215872,2007-10-22,9.789027,en,92.0,6.0,216
18886,Flight of the Intruder,35000000,0,1991-01-18,6.81729,en,115.0,5.7,31
6575,Walk Hard: The Dewey Cox Story,35000000,18317151,2007-12-21,10.73522,en,96.0,6.6,212
6440,The Shipping News,0,0,2001-12-18,11.1399,en,111.0,6.4,108
13496,American Outlaws,35000000,13678913,2001-08-17,6.727949,en,94.0,5.7,55
18320,The Young Victoria,35000000,27409889,2009-03-04,16.343317,en,105.0,7.0,322
22787,Whiteout,40000000,12206028,2009-09-09,14.818718,en,101.0,5.3,220
8967,The Tree of Life,32000000,54674226,2011-05-18,43.862456,en,139.0,6.5,987
37498,Knock Off,33000000,0,1998-09-04,2.706207,en,91.0,4.7,64
144336,Sabotage,35000000,17508518,2014-03-28,27.903999,en,110.0,5.5,555
9616,The Order,35000000,11560806,2003-09-05,3.746806,en,102.0,4.8,91
13056,Punisher: War Zone,20500000,10089373,2008-12-05,17.112498,en,102.0,5.6,294
14113,Zoom,35000000,12506188,2006-08-11,10.304172,en,83.0,4.9,135
285783,The Walk,35000000,61181942,2015-09-30,37.335721,en,123.0,6.9,1121
49478,Warriors of Virtue,0,0,1997-05-02,0.912395,en,103.0,4.7,9
9726,A Good Year,35000000,42064105,2006-09-09,16.782471,en,118.0,6.5,357
20763,Radio Flyer,35000000,4651977,1992-02-21,3.503408,en,114.0,6.6,53
9702,Bound by Honor,35000000,0,1993-02-05,9.122828,en,180.0,7.7,115
9311,Smilla's Sense of Snow,35000000,0,1997-02-13,5.419181,en,121.0,6.6,60
9280,Femme Fatale,35000000,16838910,2002-11-06,9.07278,en,114.0,6.2,142
26843,Lion of the Desert,35000000,0,1981-04-17,2.864979,en,173.0,7.4,34
11876,The Horseman on the Roof,35000000,15000000,1995-09-20,2.877488,en,135.0,6.7,25
22267,Ride with the Devil,38000000,635096,1999-11-24,5.516207,en,138.0,6.6,49
45958,Biutiful,0,25147786,2010-10-20,13.930763,es,148.0,7.0,291
1969,Bandidas,35000000,10496317,2006-01-18,20.27704,es,93.0,5.8,307
310706,Black Water Transit,0,0,2009-05-13,0.126738,en,100.0,0.0,0
198663,The Maze Runner,34000000,348319861,2014-09-10,131.815575,en,113.0,7.0,5371
239573,Unfinished Business,35000000,14431253,2015-03-05,16.832312,en,91.0,5.0,320
10436,The Age of Innocence,34000000,32255440,1993-09-17,9.133747,en,139.0,7.0,169
1381,The Fountain,35000000,15304890,2006-09-06,24.606012,en,96.0,6.8,827
2162,Chill Factor,70000000,11263966,1999-09-01,3.276912,en,101.0,5.3,29
127493,Stolen,35000000,2106557,2012-05-17,16.830184,en,96.0,5.1,344
12429,Ponyo,41677699,187479518,2008-07-19,39.58676,ja,100.0,7.5,926
228205,The Longest Ride,34000000,63013281,2015-04-09,41.946523,en,128.0,7.3,1064
2900,The Astronaut's Wife,75000000,19598588,1999-08-26,20.697556,en,109.0,5.4,254
21311,I Dreamed of Africa,34000000,0,2000-05-05,1.656695,en,114.0,5.3,18
77875,Playing for Keeps,35000000,0,2012-11-29,17.932561,en,106.0,5.4,240
192136,Mandela: Long Walk to Freedom,35000000,27330000,2013-12-06,15.50957,en,141.0,6.5,224
18254,Reds,32000000,40382659,1981-12-25,4.602185,en,195.0,7.1,67
881,A Few Good Men,40000000,243240178,1992-12-11,40.379966,en,138.0,7.1,877
10877,Exit Wounds,50000000,79958599,2001-03-13,12.601306,en,101.0,5.3,110
9600,Big Momma's House,30000000,173959438,2000-05-31,24.389194,en,98.0,5.6,506
202575,Thunder and the House of Magic,34000000,0,2013-12-24,12.867326,en,85.0,6.3,121
71469,The Darkest Hour,30000000,64626786,2011-12-22,23.328823,en,89.0,4.8,469
85446,Step Up Revolution,33000000,140470746,2012-07-26,29.775441,en,99.0,6.7,663
326,Snakes on a Plane,33000000,62022014,2006-08-06,19.642328,en,105.0,5.1,497
10685,The Watcher,33000000,0,2000-09-08,7.339908,en,96.0,4.9,110
7220,The Punisher,33000000,54700105,2004-04-15,35.099611,en,124.0,6.1,766
9763,Goal!: The Dream Begins,30000000,27610873,2005-06-06,16.541791,en,118.0,6.6,238
72387,Safe,30000000,40346186,2012-04-16,31.92695,en,94.0,6.3,799
12596,Pushing Tin,33000000,0,1999-04-23,9.060642,en,124.0,5.7,116
1892,Return of the Jedi,32350000,572700000,1983-05-23,46.509071,en,135.0,7.9,4665
13460,Doomsday,30000000,22211426,2008-03-14,21.538222,en,108.0,5.8,363
8055,The Reader,32000000,113019290,2008-12-10,33.923786,en,124.0,7.2,813
50647,Wanderlust,35000000,24159934,2012-02-23,20.908494,en,98.0,5.3,394
10719,Elf,32000000,173398518,2003-10-09,16.901954,en,97.0,6.4,987
9294,Phenomenon,32000000,152036382,1996-07-05,15.039407,en,123.0,6.2,323
11888,Snow Dogs,33000000,0,2002-01-18,13.655735,en,99.0,5.3,185
9647,Scrooged,0,60328000,1988-11-22,21.620317,en,101.0,6.7,390
9353,Nacho Libre,32000000,80197993,2006-06-16,14.642055,en,92.0,5.6,359
55721,Bridesmaids,32500000,288383523,2011-04-28,17.107065,en,125.0,6.5,1661
109414,This Is the End,32000000,126041322,2013-06-12,38.21708,en,107.0,6.3,2359
10307,Stigmata,29000000,50041732,1999-09-10,14.993169,en,103.0,6.0,242
11978,Men of Honor,32000000,48814909,2000-09-13,24.147269,en,129.0,7.0,544
22907,Takers,32000000,69055695,2010-08-26,18.47242,en,107.0,6.0,394
87567,The Big Wedding,35000000,21819348,2013-04-25,18.84332,en,90.0,5.7,414
